Query,Value,Date,Keyword,Type
وایمکس,12,2015-03-01,ایرانسل, TOP
بسته های ایرانسل,11,2015-03-01,ایرانسل, TOP
سایت ایرانسل,10,2015-03-01,ایرانسل, TOP
تنظیمات ایرانسل,10,2015-03-01,ایرانسل, TOP
سیم کارت ایرانسل,9,2015-03-01,ایرانسل, TOP
کد اهنگ پیشواز ایرانسل,9,2015-03-01,ایرانسل, TOP
بسته های اینترنت ایرانسل,8,2015-03-01,ایرانسل, TOP
شارژ همراه اول,8,2015-03-01,ایرانسل, TOP
کد عیدی ایرانسل,Breakout,2015-03-01,ایرانسل, RISING
عیدانه ایرانسل,Breakout,2015-03-01,ایرانسل, RISING
عیدی همراه اول,Breakout,2015-03-01,ایرانسل, RISING
هدیه نوروزی ایرانسل,Breakout,2015-03-01,ایرانسل, RISING
عیدی ایرانسل به مشترکین,Breakout,2015-03-01,ایرانسل, RISING
مسابقات جاری ایرانسل,"+4,750%",2015-03-01,ایرانسل, RISING
عیدی ایرانسل,"+3,200%",2015-03-01,ایرانسل, RISING
کد فعال سازی اینترنت همراه اول,+700%,2015-03-01,ایرانسل, RISING
شارژ عیدی ایرانسل,+650%,2015-03-01,ایرانسل, RISING
شارژ هدیه ایرانسل,+250%,2015-03-01,ایرانسل, RISING
شارژرایگان ایرانسل,+110%,2015-03-01,ایرانسل, RISING
بسته های اینترنت رایتل,+100%,2015-03-01,ایرانسل, RISING
آهنگ پیشواز ایرانسل فامیل دور,+100%,2015-03-01,ایرانسل, RISING
تنظیمات 4g ایرانسل,+90%,2015-03-01,ایرانسل, RISING
ردیابی شماره ایرانسل,+80%,2015-03-01,ایرانسل, RISING
کد طرح قرمز ایرانسل,+70%,2015-03-01,ایرانسل, RISING
پرتال توزیع کنندگان ایرانسل,+70%,2015-03-01,ایرانسل, RISING
دریافت تنظیمات اینترنت ایرانسل,+70%,2015-03-01,ایرانسل, RISING
اهنگ پیشواز ایرانسل غمگین قشنگ,+70%,2015-03-01,ایرانسل, RISING
کد بسته های اینترنت ایرانسل,+70%,2015-03-01,ایرانسل, RISING
مناطق تحت پوشش 4g ایرانسل,+70%,2015-03-01,ایرانسل, RISING
اینترنت پرسرعت ایرانسل,+70%,2015-03-01,ایرانسل, RISING
کد شارژ اینترنت ایرانسل,+60%,2015-03-01,ایرانسل, RISING
کد غیرفعال سازی تبلیغات ایرانسل,+50%,2015-03-01,ایرانسل, RISING
بسته اینترنت ایرانسل,+40%,2015-03-01,ایرانسل, RISING
اینترنت همراه اول,100,2015-03-01,همراه اول, TOP
شارژ همراه اول,85,2015-03-01,همراه اول, TOP
شارژ,82,2015-03-01,همراه اول, TOP
پیشواز همراه اول,66,2015-03-01,همراه اول, TOP
بسته همراه اول,33,2015-03-01,همراه اول, TOP
آهنگ پیشواز,30,2015-03-01,همراه اول, TOP
آهنگ پیشواز همراه اول,30,2015-03-01,همراه اول, TOP
خرید شارژ,28,2015-03-01,همراه اول, TOP
خرید شارژ همراه اول,28,2015-03-01,همراه اول, TOP
کد پیشواز همراه اول,28,2015-03-01,همراه اول, TOP
تنظیمات همراه اول,20,2015-03-01,همراه اول, TOP
اهنگ پیشواز همراه اول,18,2015-03-01,همراه اول, TOP
اهنگ پیشواز,18,2015-03-01,همراه اول, TOP
فعال سازی اینترنت همراه اول,18,2015-03-01,همراه اول, TOP
تنظیمات اینترنت همراه اول,17,2015-03-01,همراه اول, TOP
بسته اینترنت همراه اول,17,2015-03-01,همراه اول, TOP
سایت همراه اول,16,2015-03-01,همراه اول, TOP
کد آهنگ پیشواز همراه اول,15,2015-03-01,همراه اول, TOP
بسته های همراه اول,14,2015-03-01,همراه اول, TOP
قبض همراه اول,13,2015-03-01,همراه اول, TOP
سیم کارت همراه اول,12,2015-03-01,همراه اول, TOP
شارژ مستقیم همراه اول,12,2015-03-01,همراه اول, TOP
اينترنت همراه اول,12,2015-03-01,همراه اول, TOP
بسته اینترنتی همراه اول,10,2015-03-01,همراه اول, TOP
کد اهنگ پیشواز همراه اول,10,2015-03-01,همراه اول, TOP
بسته های نوترینو همراه اول,Breakout,2015-03-01,همراه اول, RISING
عیدی ایرانسل,Breakout,2015-03-01,همراه اول, RISING
هدیه نوروزی همراه اول,Breakout,2015-03-01,همراه اول, RISING
بازارچه همراه اول,Breakout,2015-03-01,همراه اول, RISING
طرح هدفت رو بزن همراه اول,Breakout,2015-03-01,همراه اول, RISING
کد عیدی همراه اول,"+2,600%",2015-03-01,همراه اول, RISING
عیدی همراه اول,"+1,550%",2015-03-01,همراه اول, RISING
عيدي همراه اول,"+1,300%",2015-03-01,همراه اول, RISING
بسته عیدانه همراه اول,"+1,100%",2015-03-01,همراه اول, RISING
عیدانه همراه اول,"+1,000%",2015-03-01,همراه اول, RISING
طرح هدف همراه اول,+700%,2015-03-01,همراه اول, RISING
نوترینو,+600%,2015-03-01,همراه اول, RISING
نوترینو همراه اول,+600%,2015-03-01,همراه اول, RISING
غیرفعالسازی پیامک همراه اول,+300%,2015-03-01,همراه اول, RISING
دریافت تنظیمات gprs همراه اول,+250%,2015-03-01,همراه اول, RISING
بسته های جدید اینترنت همراه اول,+200%,2015-03-01,همراه اول, RISING
شارژمستقیم همراه اول,+150%,2015-03-01,همراه اول, RISING
هدیه همراه اول,+150%,2015-03-01,همراه اول, RISING
فعالسازي اينترنت همراه اول,+140%,2015-03-01,همراه اول, RISING
اینترنت پرسرعت همراه اول,+110%,2015-03-01,همراه اول, RISING
كد فعال سازي اينترنت همراه اول,+90%,2015-03-01,همراه اول, RISING
رمز بسته اینترنت همراه اول,+70%,2015-03-01,همراه اول, RISING
دریافت تنظیمات همراه اول,+60%,2015-03-01,همراه اول, RISING
چگونه اینترنت همراه اول را فعال کنیم,+60%,2015-03-01,همراه اول, RISING
فعال سازی gprs همراه اول,+60%,2015-03-01,همراه اول, RISING
ایرانسل شارژ,100,2015-04-01,ایرانسل, TOP
شارژ,94,2015-04-01,ایرانسل, TOP
پیشواز ایرانسل,60,2015-04-01,ایرانسل, TOP
پیشواز,57,2015-04-01,ایرانسل, TOP
ایرانسل اینترنت,51,2015-04-01,ایرانسل, TOP
خرید شارژ ایرانسل,38,2015-04-01,ایرانسل, TOP
خرید شارژ,38,2015-04-01,ایرانسل, TOP
کد پیشواز ایرانسل,30,2015-04-01,ایرانسل, TOP
آهنگ پیشواز ایرانسل,29,2015-04-01,ایرانسل, TOP
آهنگ پیشواز,29,2015-04-01,ایرانسل, TOP
بسته ایرانسل,20,2015-04-01,ایرانسل, TOP
کد آهنگ پیشواز ایرانسل,17,2015-04-01,ایرانسل, TOP
اهنگ پیشواز,16,2015-04-01,ایرانسل, TOP
اهنگ پیشواز ایرانسل,16,2015-04-01,ایرانسل, TOP
شارژ مستقیم ایرانسل,15,2015-04-01,ایرانسل, TOP
ایرانسل وایمکس,13,2015-04-01,ایرانسل, TOP
وایمکس,13,2015-04-01,ایرانسل, TOP
بسته اینترنت ایرانسل,12,2015-04-01,ایرانسل, TOP
سیم کارت ایرانسل,11,2015-04-01,ایرانسل, TOP
بسته های ایرانسل,11,2015-04-01,ایرانسل, TOP
سایت ایرانسل,11,2015-04-01,ایرانسل, TOP
تنظیمات ایرانسل,10,2015-04-01,ایرانسل, TOP
طرح ایرانسل,10,2015-04-01,ایرانسل, TOP
کد اهنگ پیشواز ایرانسل,9,2015-04-01,ایرانسل, TOP
شماره ایرانسل,8,2015-04-01,ایرانسل, TOP
کنترل حساب کاربری وایمکس ایرانسل,"+5,000%",2015-04-01,ایرانسل, RISING
کتابخوان ایرانسل,"+3,750%",2015-04-01,ایرانسل, RISING
قرعه کشی ایرانسل,+250%,2015-04-01,ایرانسل, RISING
پرداخت قبض ایرانسل,+200%,2015-04-01,ایرانسل, RISING
هک اینترنت ایرانسل,+190%,2015-04-01,ایرانسل, RISING
خط رند ایرانسل,+190%,2015-04-01,ایرانسل, RISING
استخدام ایرانسل,+160%,2015-04-01,ایرانسل, RISING
حذف پیام های تبلیغاتی ایرانسل,+160%,2015-04-01,ایرانسل, RISING
شماره مرکز پیام ایرانسل,+160%,2015-04-01,ایرانسل, RISING
کد حذف تبلیغات ایرانسل,+150%,2015-04-01,ایرانسل, RISING
قیمت سیم کارت ایرانسل,+140%,2015-04-01,ایرانسل, RISING
کد پیشواز ایرانسل میثم ابراهیمی,+110%,2015-04-01,ایرانسل, RISING
پورتال توزیع کنندگان ایرانسل,+100%,2015-04-01,ایرانسل, RISING
hdvhksg,+90%,2015-04-01,ایرانسل, RISING
قیمت مودم وایمکس ایرانسل,+90%,2015-04-01,ایرانسل, RISING
حذف پیامک تبلیغاتی ایرانسل,+80%,2015-04-01,ایرانسل, RISING
کد حذف آهنگ پیشواز ایرانسل,+80%,2015-04-01,ایرانسل, RISING
سیم کارت 4g ایرانسل,+70%,2015-04-01,ایرانسل, RISING
آهنگهای پیشواز ایرانسل,+70%,2015-04-01,ایرانسل, RISING
طرح مکالمه رایگان ایرانسل,+60%,2015-04-01,ایرانسل, RISING
سیم کارت هدیه ایرانسل,+60%,2015-04-01,ایرانسل, RISING
irancell.ir,+60%,2015-04-01,ایرانسل, RISING
شارژ همراه اول,100,2015-04-01,همراه اول, TOP
اینترنت همراه اول,84,2015-04-01,همراه اول, TOP
پیشواز همراه اول,79,2015-04-01,همراه اول, TOP
کد همراه اول,70,2015-04-01,همراه اول, TOP
آهنگ پیشواز همراه اول,36,2015-04-01,همراه اول, TOP
آهنگ پیشواز,36,2015-04-01,همراه اول, TOP
کد پیشواز همراه اول,35,2015-04-01,همراه اول, TOP
خرید شارژ,32,2015-04-01,همراه اول, TOP
خرید شارژ همراه اول,32,2015-04-01,همراه اول, TOP
بسته همراه اول,28,2015-04-01,همراه اول, TOP
قبض همراه اول,23,2015-04-01,همراه اول, TOP
اهنگ پیشواز همراه اول,21,2015-04-01,همراه اول, TOP
اهنگ پیشواز,21,2015-04-01,همراه اول, TOP
تنظیمات همراه اول,20,2015-04-01,همراه اول, TOP
کد آهنگ پیشواز همراه اول,19,2015-04-01,همراه اول, TOP
سایت همراه اول,19,2015-04-01,همراه اول, TOP
فعال سازی اینترنت همراه اول,18,2015-04-01,همراه اول, TOP
تنظیمات اینترنت همراه اول,17,2015-04-01,همراه اول, TOP
سیم کارت همراه اول,16,2015-04-01,همراه اول, TOP
بسته اینترنت همراه اول,16,2015-04-01,همراه اول, TOP
شماره همراه اول,12,2015-04-01,همراه اول, TOP
شارژ مستقیم همراه اول,11,2015-04-01,همراه اول, TOP
کد اهنگ پیشواز همراه اول,11,2015-04-01,همراه اول, TOP
اينترنت همراه اول,11,2015-04-01,همراه اول, TOP
بسته های همراه اول,11,2015-04-01,همراه اول, TOP
قیمت سیم کارت اعتباری همراه اول,+350%,2015-04-01,همراه اول, RISING
خرید شارژ همراه اول از بانک تجارت,+350%,2015-04-01,همراه اول, RISING
لغو آهنگ پیشواز همراه اول,+300%,2015-04-01,همراه اول, RISING
سهام همراه اول,+300%,2015-04-01,همراه اول, RISING
دريافت قبض همراه اول,+180%,2015-04-01,همراه اول, RISING
کد لغو تبلیغات همراه اول,+180%,2015-04-01,همراه اول, RISING
غیر فعال سازی تبلیغات همراه اول,+120%,2015-04-01,همراه اول, RISING
حذف پیامهای تبلیغاتی همراه اول,+120%,2015-04-01,همراه اول, RISING
صورتحساب تلفن همراه,+110%,2015-04-01,همراه اول, RISING
آهنگ پیشواز همراه اول فامیل دور,+110%,2015-04-01,همراه اول, RISING
دریافت صورتحساب همراه اول,+90%,2015-04-01,همراه اول, RISING
صورت حساب همراه اول,+80%,2015-04-01,همراه اول, RISING
روش انتقال شارژ همراه اول,+80%,2015-04-01,همراه اول, RISING
لغو پیامک تبلیغاتی همراه اول,+80%,2015-04-01,همراه اول, RISING
قبض تلفن همراه,+80%,2015-04-01,همراه اول, RISING
پرداخت قبض همراه اول,+80%,2015-04-01,همراه اول, RISING
فروش سیم کارت همراه اول,+80%,2015-04-01,همراه اول, RISING
هزینه مکالمه همراه اول,+70%,2015-04-01,همراه اول, RISING
امور مشترکین همراه اول,+70%,2015-04-01,همراه اول, RISING
قبض همراه اول,+50%,2015-04-01,همراه اول, RISING
شارژ,100,2015-05-01,ایرانسل, TOP
ایرانسل شارژ,96,2015-05-01,ایرانسل, TOP
پیشواز ایرانسل,61,2015-05-01,ایرانسل, TOP
اینترنت ایرانسل,50,2015-05-01,ایرانسل, TOP
خرید شارژ ایرانسل,42,2015-05-01,ایرانسل, TOP
خرید شارژ,41,2015-05-01,ایرانسل, TOP
کد پیشواز ایرانسل,31,2015-05-01,ایرانسل, TOP
آهنگ پیشواز,28,2015-05-01,ایرانسل, TOP
آهنگ پیشواز ایرانسل,28,2015-05-01,ایرانسل, TOP
بسته ایرانسل,20,2015-05-01,ایرانسل, TOP
اهنگ پیشواز ایرانسل,17,2015-05-01,ایرانسل, TOP
کد آهنگ پیشواز ایرانسل,16,2015-05-01,ایرانسل, TOP
شارژ ایرانسل مستقیم,15,2015-05-01,ایرانسل, TOP
بسته اینترنت ایرانسل,12,2015-05-01,ایرانسل, TOP
بسته های ایرانسل,11,2015-05-01,ایرانسل, TOP
کد اهنگ پیشواز ایرانسل,11,2015-05-01,ایرانسل, TOP
ایرانسل وایمکس,11,2015-05-01,ایرانسل, TOP
وایمکس,11,2015-05-01,ایرانسل, TOP
طرح ایرانسل,10,2015-05-01,ایرانسل, TOP
سیم کارت ایرانسل,10,2015-05-01,ایرانسل, TOP
تنظیمات ایرانسل,9,2015-05-01,ایرانسل, TOP
سایت ایرانسل,9,2015-05-01,ایرانسل, TOP
شارژ همراه اول,8,2015-05-01,ایرانسل, TOP
بسته های اینترنت ایرانسل,7,2015-05-01,ایرانسل, TOP
اینترنت همراه ایرانسل,7,2015-05-01,ایرانسل, TOP
زوم ایرانسل,"+1,050%",2015-05-01,ایرانسل, RISING
حذف پیامهای تبلیغاتی ایرانسل,+350%,2015-05-01,ایرانسل, RISING
